"ID","pubYear","best_common","common_length","common_first_3","common_last_3","common_last_2","best_full","full_first","full_mid","full_last","full_word_count","stat","bio","optics_count"
26578693,2016,"tenor",5,"ten","nor","or","transcriptome encyclopedia of rice","transcriptome","encyclopedia of","rice",4,"opaque","opaque",1006
24675620,2014,"tibs",4,"tib","ibs","bs","transcriptome of irritable bowel syndrome","transcriptome","of irritable bowel","syndrome",5,"opaque","opaque",1006
32277449,2020,"tgp",3,"tgp","tgp","gp","transgene promoters","transgene","","promoters",2,"opaque","opaque",1006
23071747,2012,"trip",4,"tri","rip","ip","transient receptor potential channel-interacting protein database","transient","receptor potential channel-interacting protein","database",7,"opaque","opaque",1006
21177659,2011,"tmpad",5,"tmp","pad","ad","transmembrane protein helix-packing database","transmembrane","protein helix-packing","database",5,"opaque","opaque",1006
24225317,2014,"tcdb",4,"tcd","cdb","db","transporter classification database","transporter","classification","database",3,"opaque","opaque",1006
32512488,2020,"ttrmdb",6,"ttr","mdb","db","transthyretin mutant database","transthyretin","mutant","database",3,"opaque","opaque",1006
25413576,2014,"treeshrewdb",11,"tre","wdb","db","tree shrew database","tree","shrew","database",3,"opaque","transparent",17
29234333,2017,"tassrdb",7,"tas","rdb","db","triticum aestivum ssr database","triticum","aestivum ssr","database",4,"opaque","opaque",1006
25324314,2015,"ttsmi",5,"tts","smi","mi","tts mapping and integration","tts","mapping and","integration",4,"opaque","opaque",1006
22209237,2012,"mtcid",5,"mtc","cid","id","tuberculosis clinical isolate genetic polymorphism database","tuberculosis","clinical isolate genetic polymorphism","database",6,"opaque","opaque",1006
33179754,2021,"tisch",5,"tis","sch","ch","tumor immune single cell hub","tumor","immune single cell","hub",5,"opaque","opaque",1006
33729437,2021,"tie",3,"tie","tie","ie","tumor isomir encyclopedia","tumor","isomir","encyclopedia",3,"opaque","opaque",1006
23066107,2013,"tsgene",6,"tsg","ene","ne","tumor suppressor gene database","tumor","suppressor gene","database",4,"opaque","translucent",94
30223042,2018,"tsnadb",6,"tsn","adb","db","tumor-specific neoantigen database","tumor-specific","neoantigen","database",4,"opaque","opaque",1006
23226127,2012,"umcd",4,"umc","mcd","cd","ucla multimodal connectivity database","ucla","multimodal connectivity","database",4,"opaque","opaque",1006
22080555,2012,"arcog",5,"arc","cog","og","ucsc archaeal genome browser","ucsc","archaeal genome","browser",4,"opaque","opaque",1006
26199991,2015,"ucdb",4,"ucd","cdb","db","ulcerative colitis database","ulcerative","colitis","database",3,"opaque","opaque",1006
22218860,2012,"unihi",5,"uni","ihi","hi","unified human interactome","unified","human","interactome",3,"opaque","opaque",1006
23314752,2013,"univio",6,"uni","vio","io","uniformed viewer for integrated omics","uniformed","viewer for integrated","omics",5,"opaque","opaque",1006
27813701,2017,"uncleprot",9,"unc","rot","ot","universal nuclear protein database of barley","universal","nuclear protein database of","barley",6,"opaque","translucent",94
25378322,2015,"uniprobe",8,"uni","obe","be","universal pbm resource for oligonucleotide binding evaluation","universal","pbm resource for oligonucleotide binding","evaluation",7,"opaque","opaque",1006
21447597,2011,"uniprotkb",9,"uni","tkb","kb","universal protein resource","universal","protein","resource",3,"translucent","translucent",17
27242032,2016,"ursdb",5,"urs","sdb","db","universe of rna structures database","universe","of rna structures","database",5,"opaque","opaque",1006
21876203,2011,"upb",3,"upb","upb","pb","urinary protein biomarker","urinary","protein","biomarker",3,"opaque","opaque",1006
25935546,2015,"u-care",6,"u-c","are","re","user-friendly comprehensive antibiotic resistance repository of escherichia coli","user-friendly","comprehensive antibiotic resistance repository of escherichia","coli",9,"opaque","opaque",1006
23568467,2013,"violin",6,"vio","lin","in","vaccine investigation and online information network","vaccine","investigation and online information","network",6,"opaque","opaque",1006
33095866,2021,"varadb",6,"var","adb","db","variation annotation database","variation","annotation","database",3,"opaque","translucent",94
22715306,2012,"vptd",4,"vpt","ptd","td","vegetable phytochemicals and their target database","vegetable","phytochemicals and their target","database",6,"opaque","opaque",1006
28365718,2017,"verseda",7,"ver","eda","da","vertebrate secretome database","vertebrate","secretome","database",3,"opaque","opaque",1006
24267744,2013,"vto",3,"vto","vto","to","vertebrate taxonomy ontology","vertebrate","taxonomy","ontology",3,"opaque","opaque",1006
31837751,2019,"vetcot",6,"vet","cot","ot","veterinary trauma registry","veterinary","trauma","registry",3,"opaque","opaque",1006
26644460,2016,"viggs",5,"vig","ggs","gs","vigna genome server","vigna","genome","server",3,"opaque","opaque",1006
31245720,2018,"vpgd",4,"vpg","pgd","gd","vigs phenomics and functional genomics database","vigs","phenomics and functional genomics","database",6,"opaque","opaque",1006
33594411,2021,"viralhostrangedb",16,"vir","edb","db","viral host range database","viral","host range","database",4,"opaque","transparent",17
31598702,2020,"visdb",5,"vis","sdb","db","viral integration site database","viral","integration site","database",4,"opaque","opaque",1006
22160653,2012,"vhot",4,"vho","hot","ot","viral microrna host target","viral","microrna host","target",4,"opaque","opaque",1006
33094321,2021,"vptmdb",6,"vpt","mdb","db","viral posttranslational modification database","viral","posttranslational modification","database",4,"opaque","opaque",1006
22735743,2012,"vip db",6,"vip","db","db","viral protein domain database","viral","protein domain","database",4,"opaque","opaque",1006
21769196,2011,"vpdb",4,"vpd","pdb","db","viral protein structural database","viral","protein structural","database",4,"opaque","opaque",1006
30465539,2018,"vcgdb",5,"vcg","gdb","db","virtual chinese genome database","virtual","chinese genome","database",4,"opaque","opaque",1006
23734609,2013,"vammpire",8,"vam","ire","re","virtually aligned matched molecular pairs including receptor environment","virtually","aligned matched molecular pairs including receptor","environment",8,"opaque","opaque",1006
22067448,2012,"vfdb",4,"vfd","fdb","db","virulence factor database","virulence","factor","database",3,"opaque","opaque",1006
30265627,2018,"viperdb",7,"vip","rdb","db","virus particle explorer data base","virus","particle explorer data","base",5,"opaque","opaque",1006
30593617,2019,"vipr",4,"vip","ipr","pr","virus pathogen resource","virus","pathogen","resource",3,"opaque","opaque",1006
24304891,2014,"virus variation",15,"vir","ion","on","virus variation resource","virus","variation","resource",3,"opaque","transparent",17
31274965,2019,"vms-share",9,"vms","are","re","visual mass-spec share","visual","mass-spec","share",4,"opaque","opaque",1006
32509450,2020,"virdb",5,"vir","rdb","db","vitiligo information resource","vitiligo","information","resource",3,"opaque","opaque",1006
27242836,2016,"vespucci",8,"ves","cci","ci","vitis expression studies platform using colombos compendia instances","vitis","expression studies platform using colombos compendia","instances",8,"opaque","opaque",1006
32221380,2020,"weibi",5,"wei","ibi","bi","wei biological interactions database","wei","biological interactions","database",4,"opaque","opaque",1006
33181826,2020,"wgvd",4,"wgv","gvd","vd","wheat genome variation database","wheat","genome variation","database",4,"opaque","opaque",1006
25466819,2015,"watrefnet",9,"wat","net","et","white adipose tissue health reference network","white","adipose tissue health reference","network",6,"opaque","opaque",1006
33216899,2020,"wcsdb",5,"wcs","sdb","db","wild coffee species database","wild","coffee species","database",4,"opaque","opaque",1006
26078228,2015,"wfrgdb",6,"wfr","gdb","db","wood-formation related genes database","wood-formation","related genes","database",5,"opaque","opaque",1006
33756618,2021,"wco-lite",8,"wco","ite","te","world catalogue of opiliones","world","catalogue of","opiliones",4,"opaque","opaque",1006
32431267,2020,"wwarn",5,"wwa","arn","rn","worldwide antimalarial resistance network","worldwide","antimalarial resistance","network",4,"opaque","opaque",1006
29533231,2018,"wwpdb",5,"wwp","pdb","db","worldwide protein data bank","worldwide","protein data","bank",4,"opaque","opaque",1006
23172286,2013,"wddd",4,"wdd","ddd","dd","worm developmental dynamics database","worm","developmental dynamics","database",4,"opaque","opaque",1006
24013926,2013,"xdb",3,"xdb","xdb","db","xeno-glycomics database","xeno-glycomics","","database",3,"opaque","opaque",1006
23125366,2013,"xenbase",7,"xen","ase","se","xenopus model organism database","xenopus","model organism","database",4,"transparent","translucent",1
23134687,2012,"ygd",3,"ygd","ygd","gd","yak genome database","yak","genome","database",3,"opaque","opaque",1006
30048518,2018,"yarg",4,"yar","arg","rg","yeast arsenic-related genes","yeast","arsenic-related","genes",4,"opaque","opaque",1006
27392072,2016,"ycrd",4,"ycr","crd","rd","yeast combinatorial regulation database","yeast","combinatorial regulation","database",4,"opaque","opaque",1006
32738156,2020,"yir",3,"yir","yir","ir","yeast interactome resource","yeast","interactome","resource",3,"opaque","opaque",1006
21492431,2011,"kid",3,"kid","kid","id","yeast kinase interaction database","yeast","kinase interaction","database",4,"opaque","opaque",1006
22064855,2012,"ymdb",4,"ymd","mdb","db","yeast metabolome database","yeast","metabolome","database",3,"opaque","opaque",1006
25522035,2014,"yna",3,"yna","yna","na","yeast nucleosome atlas","yeast","nucleosome","atlas",3,"opaque","opaque",1006
34285772,2021,"ypibp",5,"ypi","ibp","bp","yeast phosphoinositide-binding proteins","yeast","phosphoinositide-binding","proteins",4,"opaque","opaque",1006
25024351,2014,"ystrex",6,"yst","rex","ex","yeast stress expression database","yeast","stress expression","database",4,"opaque","opaque",1006
22102575,2012,"yetfasco",8,"yet","sco","co","yeast transcription factor specificity compendium","yeast","transcription factor specificity","compendium",5,"opaque","translucent",94
24608172,2014,"ytrp",4,"ytr","trp","rp","yeast transcriptional regulatory pathway","yeast","transcriptional regulatory","pathway",4,"opaque","opaque",1006
22325123,2012,"yadamp",6,"yad","amp","mp","yet another database of antimicrobial peptides","yet","another database of antimicrobial","peptides",6,"opaque","opaque",1006
23411719,2013,"yy1targetdb",11,"yy1","tdb","db","yin yang 1 target loci database","yin","yang 1 target loci","database",6,"opaque","translucent",94
23180778,2013,"zinc",4,"zin","inc","nc","zebrafish insertion collection","zebrafish","insertion","collection",3,"opaque","opaque",1006
23074187,2013,"zfin",4,"zfi","fin","in","zebrafish model organism database","zebrafish","model organism","database",4,"opaque","opaque",1006
27097230,2016,"signafish",9,"sig","ish","sh","zebrafish-specific signaling pathway resource","zebrafish-specific","signaling pathway","resource",5,"translucent","translucent",17
31512145,2020,"zikavid",7,"zik","vid","id","zika virus infection database","zika","virus infection","database",4,"opaque","opaque",1006
23203887,2013,"zifdb",5,"zif","fdb","db","zinc finger database","zinc","finger","database",3,"opaque","opaque",1006
21276248,2011,"zfngenome",9,"zfn","ome","me","zinc finger nuclease genome","zinc","finger nuclease","genome",4,"translucent","translucent",17
